Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome
2,2,"[8, 26]",0.7544819203889396,0.7544819203889396,-,-,Improved
3,2,"[8, 26]",0.7405044059556366,0.7544819203889396,0.24368712653974778,0.5185959043553372,Reject
4,2,"[8, 26]",0.7496201762382254,0.7544819203889396,0.6089337969391234,0.836305716953044,Reject
5,3,"[8, 26, 42]",0.7906411425098754,0.7906411425098754,-,-,Improved
6,3,"[8, 26, 42]",0.7800060771801884,0.7906411425098754,0.33050550963486236,0.52500897580159,Reject
7,3,"[8, 26, 42]",0.7529626253418414,0.7906411425098754,0.01902444323068786,0.6851853287094197,Reject
8,3,"[8, 26, 42]",0.7866909753874203,0.7906411425098754,0.6573294903206083,0.975771495752568,Reject
9,4,"[8, 17, 26, 42]",0.800060771801884,0.800060771801884,-,-,Improved
10,4,"[17, 26, 42, 77]",0.794287450622911,0.800060771801884,0.5349038249261455,0.0008738114328308288,Accept
11,5,"[16, 17, 26, 42, 77]",0.8052263749620177,0.8052263749620177,-,-,Improved
12,5,"[17, 26, 42, 68, 77]",0.8034032209054999,0.8052263749620177,0.8174290807697956,0.5580921851641139,Accept
13,5,"[0, 17, 26, 42, 68]",0.8149498632634458,0.8149498632634458,-,-,Improved
14,5,"[0, 17, 26, 42, 68]",0.7973260407171072,0.8149498632634458,0.13693059838666397,0.7572685613053269,Reject
15,4,"[0, 17, 26, 42]",0.804922515952598,0.8149498632634458,0.31895977992737556,0.26797482458588573,Accept
16,4,"[0, 17, 26, 42]",0.7815253722272866,0.8149498632634458,0.06766343280167664,0.20945189332373304,Reject
17,4,"[0, 17, 26, 42]",0.7815253722272866,0.8149498632634458,0.06584751979157305,0.38372707439129494,Reject
18,4,"[0, 17, 26, 42]",0.7917046490428441,0.8149498632634458,0.21174325612080566,0.8895480315680637,Reject
19,4,"[0, 17, 26, 42]",0.7831965967790945,0.8149498632634458,0.07597216225729372,0.474589510119761,Reject
20,5,"[0, 17, 26, 42, 76]",0.810695837131571,0.8149498632634458,-,-,Improved
21,5,"[0, 17, 26, 42, 76]",0.8041628684290489,0.8149498632634458,0.4535023266120462,0.5823756608385917,Reject
22,6,"[0, 1, 17, 26, 42, 76]",0.8236098450319052,0.8236098450319052,-,-,Improved
23,6,"[0, 1, 17, 26, 42, 76]",0.8204193254329991,0.8236098450319052,0.674338083182135,0.8900115376545478,Reject
24,7,"[0, 1, 17, 26, 42, 64, 76]",0.8299908842297175,0.8299908842297175,-,-,Improved
25,8,"[0, 1, 17, 22, 26, 42, 64, 76]",0.8413855970829535,0.8413855970829535,-,-,Improved
26,9,"[0, 1, 17, 22, 26, 42, 48, 64, 76]",0.8403220905499849,0.8413855970829535,0.8734000297134719,0.5484376543280195,Accept
27,10,"[0, 1, 17, 22, 26, 42, 48, 60, 64, 76]",0.8374354299604984,0.8413855970829535,0.689960257716499,0.4452697481289195,Accept
28,10,"[0, 1, 17, 22, 26, 42, 48, 64, 73, 76]",0.8378912184746278,0.8413855970829535,-,-,Improved
29,10,"[0, 1, 17, 26, 42, 48, 64, 68, 73, 76]",0.8353084168945609,0.8413855970829535,0.712626412123049,0.315095277370648,Accept
30,11,"[0, 1, 12, 17, 26, 42, 48, 64, 68, 73, 76]",0.8348526283804315,0.8413855970829535,0.9413956285465537,0.6627739288348522,Accept
31,11,"[0, 1, 12, 17, 26, 42, 48, 64, 68, 73, 76]",0.8295350957155879,0.8413855970829535,0.4908150986482825,0.9998296899869473,Reject
32,10,"[0, 12, 17, 26, 42, 48, 64, 68, 73, 76]",0.8305986022485566,0.8413855970829535,0.5626478949126542,0.10855150587145912,Accept
33,10,"[0, 12, 17, 26, 27, 42, 48, 64, 68, 73]",0.8280158006684898,0.8413855970829535,0.7027911080250439,0.6945605712309513,Accept
34,9,"[0, 12, 17, 27, 42, 48, 64, 68, 73]",0.8207231844424188,0.8413855970829535,0.3657133741465024,0.03219448763946864,Accept
35,8,"[12, 17, 27, 42, 48, 64, 68, 73]",0.8201154664235795,0.8413855970829535,0.9188134493730413,0.7734541919094162,Accept
