Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome,Acc,Pre,Rec,F1,AUC
2,2,"[10, 71]",0.1387738193869097,0.1387738193869097,-,-,Improved,0.6156023132767319,0.10973982655103402,0.41964285714285715,0.17398202009518773,0.5280837191883427
3,3,"[10, 71, 73]",0.15789473684210525,0.15789473684210525,-,-,Improved,0.6335671219392149,0.11883252258512857,0.4362244897959184,0.1867831785909339,0.545430779556818
4,4,"[0, 10, 71, 73]",0.15734424738517508,0.15789473684210525,0.9453815633205876,0.43133051247935517,Accept,0.6594069152208687,0.12166285278413425,0.40688775510204084,0.18731650029359956,0.5466278622983989
5,5,"[0, 6, 10, 71, 73]",0.1558567279767667,0.15789473684210525,0.8578678087848373,0.020962451327668052,Accept,0.6739264181124647,0.12379032258064517,0.39158163265306123,0.1881127450980392,0.5478267689344565
6,6,"[0, 6, 10, 52, 71, 73]",0.16193914388860237,0.16193914388860237,-,-,Improved,0.6901685738895041,0.12238675958188153,0.35841836734693877,0.18246753246753247,0.5420036818349838
7,7,"[0, 6, 8, 10, 52, 71, 73]",0.17048346055979643,0.17048346055979643,-,-,Improved,0.6904146671588532,0.1195079086115993,0.3469387755102041,0.17777777777777778,0.5370128985817396
8,7,"[0, 6, 8, 10, 52, 71, 73]",0.16368159203980098,0.17048346055979643,0.48555368508283236,0.5620356433942499,Reject,0.6722037652270211,0.11506961506961506,0.35841836734693877,0.17420954742715436,0.5320622410069843
9,7,"[0, 6, 10, 52, 69, 71, 73]",0.17341356673960612,0.17341356673960612,-,-,Improved,0.6949673926418113,0.11875843454790823,0.336734693877551,0.17559028932490856,0.5349750004863719
10,8,"[0, 6, 10, 46, 52, 69, 71, 73]",0.1702937976060936,0.17341356673960612,0.7131263428513867,0.07305149243062847,Accept,0.7072720561092654,0.12855146716348392,0.3520408163265306,0.18833162743091095,0.5486201630318476
11,8,"[0, 6, 10, 46, 52, 58, 69, 73]",0.16465018411362442,0.17341356673960612,0.5391348874743852,0.5221869627392975,Accept,0.7016119109142365,0.12379642365887207,0.34438775510204084,0.1821247892074199,0.5420699500009728
12,7,"[6, 10, 46, 52, 58, 69, 73]",0.17014613778705637,0.17341356673960612,-,-,Improved,0.6894302940814568,0.12272333044232438,0.36096938775510207,0.18317152103559872,0.5427344555553394
13,6,"[6, 10, 46, 52, 58, 73]",0.16505840528186896,0.17341356673960612,0.5665176909693157,0.37594024153536065,Accept,0.6878306878306878,0.12398112398112399,0.36862244897959184,0.185553772070626,0.5452672370187351
14,5,"[6, 10, 46, 52, 73]",0.16029411764705884,0.17341356673960612,0.5842089921319288,0.377991453008913,Accept,0.6731881383044174,0.119821283509342,0.3762755102040816,0.18176216882316698,0.5405822600727612
15,5,"[6, 10, 46, 52, 73]",0.14604377104377103,0.17341356673960612,0.19712204644205872,0.3498658890736256,Reject,0.6136335671219392,0.1081170991350632,0.4145408163265306,0.17150395778364116,0.5247155940545903
16,5,"[6, 10, 46, 52, 73]",0.1502086230876217,0.17341356673960612,0.3131960794927571,0.8829452996355601,Reject,0.6569459825273779,0.1104199066874028,0.3622448979591837,0.16924910607866506,0.5253278146339566
17,6,"[6, 10, 46, 52, 73, 77]",0.1636904761904762,0.17341356673960612,-,-,Improved,0.6803248431155408,0.11729957805907174,0.35459183673469385,0.176284083703234,0.5348473278729986
18,7,"[6, 10, 29, 46, 52, 73, 77]",0.16350589441312147,0.17341356673960612,0.9785549617280674,0.9191151763831211,Accept,0.6856158484065461,0.11913978494623656,0.35331632653061223,0.17819234480540366,0.5372056234314507
19,8,"[6, 10, 29, 46, 52, 73, 77, 83]",0.15253360910031025,0.17341356673960612,0.27207876682624577,0.017437899386116062,Accept,0.6851236618678479,0.1162991785559879,0.34311224489795916,0.17371649983855347,0.5323759508569872
20,9,"[6, 10, 29, 46, 52, 67, 73, 77, 83]",0.1568842567196928,0.17341356673960612,-,-,Improved,0.6929986464870186,0.12362516498020237,0.35841836734693877,0.1838403663722604,0.543569799225696
21,9,"[6, 10, 29, 36, 52, 67, 73, 77, 83]",0.16820276497695852,0.17341356673960612,-,-,Improved,0.7019810508182601,0.11942379182156133,0.3278061224489796,0.17506811989100818,0.5348686066418942
22,9,"[6, 10, 29, 36, 37, 52, 67, 73, 77]",0.17121300058038305,0.17341356673960612,-,-,Improved,0.7103482219761289,0.12547709923664122,0.3354591836734694,0.18263888888888888,0.5429168450030155
23,9,"[6, 10, 29, 36, 37, 52, 67, 73, 77]",0.16107751511819682,0.17341356673960612,0.2860138524644437,0.7494427647021942,Reject,0.7005044912021656,0.12397447584320875,0.3469387755102041,0.1826729348556078,0.5425964475399311
