Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome
2,1,[79],0.18181818181818182,0.2765151515151515,7.71547841780259e-05,0.9712200322523982,Reject
3,1,[79],0.1893939393939394,0.2765151515151515,0.00015071462099717784,0.7795074872177253,Reject
4,1,[79],0.1994949494949495,0.2765151515151515,0.0003864908323125043,0.141919374477938,Reject
5,1,[79],0.18813131313131312,0.2765151515151515,0.0001106732809096906,0.25695141592398907,Reject
6,1,[79],0.21338383838383837,0.2765151515151515,0.001398859237205301,0.9967623697807284,Reject
7,1,[79],0.19570707070707072,0.2765151515151515,0.00020402698665181038,0.15230602517162772,Reject
8,1,[79],0.1755050505050505,0.2765151515151515,2.1903557938010094e-05,0.4250243391203491,Reject
9,1,[79],0.19444444444444445,0.2765151515151515,0.0001499434297162082,0.8874267127304524,Reject
10,1,[79],0.19065656565656566,0.2765151515151515,9.099593752433821e-05,0.6184743339311858,Reject
11,2,"[79, 84]",0.2638888888888889,0.2765151515151515,0.2510359321419038,0.029459984749087065,Accept
12,2,"[79, 84]",0.2297979797979798,0.2765151515151515,0.023063013889434044,0.07151029764127048,Reject
13,2,"[79, 84]",0.21085858585858586,0.2765151515151515,0.002677330608654166,0.3210028198578826,Reject
14,2,"[79, 84]",0.2159090909090909,0.2765151515151515,0.004458353596212276,0.40010666225362523,Reject
15,2,"[79, 84]",0.20454545454545456,0.2765151515151515,0.0011561930518815564,0.658600008962616,Reject
16,2,"[79, 84]",0.17929292929292928,0.2765151515151515,5.901544621439505e-05,0.9684314894839209,Reject
17,2,"[79, 84]",0.21212121212121213,0.2765151515151515,0.0024318843294781193,0.8633162050721405,Reject
18,2,"[79, 84]",0.21843434343434343,0.2765151515151515,0.004803367573814572,0.17591636785000853,Reject
19,2,"[79, 84]",0.21717171717171718,0.2765151515151515,0.003918095954297793,0.9452245961406189,Reject
20,2,"[74, 84]",0.26262626262626265,0.2765151515151515,0.8595890680255209,0.8385087090203208,Accept
21,2,"[74, 84]",0.2222222222222222,0.2765151515151515,0.0075174226142993615,0.1128156718555483,Reject
22,2,"[24, 84]",0.273989898989899,0.2765151515151515,-,-,Improved
23,2,"[24, 84]",0.2222222222222222,0.2765151515151515,0.0016728624051204912,0.9271453902815424,Reject
24,2,"[24, 84]",0.23484848484848486,0.2765151515151515,0.00757634323865916,0.10508218683085024,Reject
25,2,"[24, 84]",0.21085858585858586,0.2765151515151515,0.000350934345720293,0.2380663866322157,Reject
26,2,"[24, 84]",0.2159090909090909,0.2765151515151515,0.0006158895463945429,0.6002625842283126,Reject
27,2,"[24, 84]",0.24368686868686867,0.2765151515151515,0.020325366414298884,0.996673254892213,Reject
28,2,"[24, 84]",0.20707070707070707,0.2765151515151515,0.00016820666322007528,0.6576518540110902,Reject
29,2,"[24, 84]",0.22601010101010102,0.2765151515151515,0.0018478531573585548,0.6891110727686756,Reject
30,3,"[23, 24, 84]",0.2638888888888889,0.2765151515151515,0.26227026819779364,0.10811636370101196,Accept
31,3,"[23, 24, 84]",0.22727272727272727,0.2765151515151515,0.007441871478432602,0.8267073659508365,Reject
32,2,"[23, 84]",0.2702020202020202,0.2765151515151515,-,-,Improved
33,2,"[23, 84]",0.22474747474747475,0.2765151515151515,0.0020151434303368847,0.8880818008785559,Reject
34,2,"[23, 84]",0.2474747474747475,0.2765151515151515,0.04350491907683966,0.5797518954827723,Reject
35,2,"[23, 84]",0.25,0.2765151515151515,0.059922201094644995,0.13701215072285244,Reject
36,2,"[23, 91]",0.26515151515151514,0.2765151515151515,0.4912584570164878,0.08353109340664933,Accept
37,2,"[23, 91]",0.2361111111111111,0.2765151515151515,0.016110305153306383,0.6143879981117305,Reject
38,2,"[23, 91]",0.22727272727272727,0.2765151515151515,0.004343280463199671,0.325853416879481,Reject
39,2,"[23, 91]",0.2222222222222222,0.2765151515151515,0.001976143335702763,0.6761897009078128,Reject
40,2,"[23, 91]",0.25252525252525254,0.2765151515151515,0.15726014423941756,0.900982227693813,Reject
41,2,"[23, 91]",0.23863636363636365,0.2765151515151515,0.019763223594808015,0.3320722098567632,Reject
42,2,"[23, 91]",0.25,0.2765151515151515,0.1038408248801777,0.7319067604128333,Reject
43,2,"[23, 91]",0.24368686868686867,0.2765151515151515,0.03912424558902989,0.4427724983861586,Reject
44,2,"[23, 91]",0.2297979797979798,0.2765151515151515,0.004552587576205073,0.7669449551717971,Reject
45,2,"[23, 91]",0.2335858585858586,0.2765151515151515,0.007727510438076406,0.8608194616392726,Reject
