Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome
1,46,"[2, 3, 4, 11, 12, 15, 16, 17, 22, 23, 25, 28, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 68, 71, 73, 75, 76, 80, 81, 83, 84, 85, 87, 88]",0.8412336675782437,0.8436645396536008,0.9975720801015603,0.3356723780437392,Accept
2,45,"[2, 3, 4, 11, 12, 15, 16, 17, 22, 23, 25, 28, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 68, 71, 73, 75, 80, 81, 83, 84, 85, 87, 88]",0.8454876937101186,0.8454876937101186,-,-,Improved
3,46,"[2, 3, 4, 11, 12, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 68, 71, 73, 75, 80, 81, 83, 84, 85, 87, 88]",0.8424491036159222,0.8454876937101186,0.9969045151420266,0.6205807851406691,Accept
4,46,"[2, 3, 4, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 68, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8430568216347615,0.8454876937101186,-,-,Improved
5,46,"[2, 3, 4, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8406259495594044,0.8454876937101186,0.9974726119243412,0.36936692791591585,Accept
6,45,"[2, 3, 4, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 36, 37, 38, 39, 40, 42, 43, 46, 47, 48, 50, 52, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8398663020358553,0.8454876937101186,0.9992015224528304,0.1409271273571302,Accept
7,45,"[2, 3, 4, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 36, 37, 38, 39, 42, 43, 46, 47, 48, 50, 51, 52, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8406259495594044,0.8454876937101186,-,-,Improved
8,45,"[2, 3, 4, 6, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 37, 38, 39, 42, 43, 46, 47, 48, 50, 51, 52, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8413855970829535,0.8454876937101186,-,-,Improved
9,46,"[2, 3, 4, 6, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 48, 50, 51, 52, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8432087511394712,0.8454876937101186,-,-,Improved
10,47,"[2, 3, 4, 6, 11, 12, 13, 15, 16, 17, 22, 23, 25, 28, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 48, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8427529626253418,0.8454876937101186,0.9995011863988593,0.08114933909047928,Accept
11,46,"[2, 3, 4, 6, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 48, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8447280461865694,0.8454876937101186,-,-,Improved
12,45,"[2, 3, 4, 6, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8433606806441811,0.8454876937101186,0.9984739600445964,0.9119726299457193,Accept
13,46,"[2, 3, 4, 6, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 73, 75, 80, 83, 84, 85, 87, 88]",0.8426010331206321,0.8454876937101186,0.9991433494353718,0.7597027771125141,Accept
14,45,"[2, 3, 4, 6, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 41, 42, 43, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 75, 80, 83, 84, 85, 87, 88]",0.8424491036159222,0.8454876937101186,0.9998268800982103,0.7321357449221313,Accept
15,45,"[3, 4, 6, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 40, 41, 42, 43, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 75, 80, 83, 84, 85, 87, 88]",0.8435126101488909,0.8454876937101186,-,-,Improved
16,45,"[3, 4, 6, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 75, 80, 83, 84, 87, 88]",0.8412336675782437,0.8454876937101186,0.9973537540732266,0.20203015614394604,Accept
17,45,"[4, 6, 10, 11, 12, 13, 15, 16, 17, 22, 23, 25, 30, 32, 34, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 50, 51, 52, 54, 55, 56, 59, 60, 64, 65, 66, 67, 71, 74, 75, 80, 83, 84, 87, 88]",0.8384989364934671,0.8454876937101186,0.9967933300507308,0.6020753620111767,Accept
