Iteration,Feature Count,Feature Set,Metric,Best Metric,Acceptance Probability,Random Number,Outcome,Acc,Pre,Rec,F1,AUC
49,12,"[1, 16, 21, 22, 25, 39, 40, 46, 53, 54, 56, 71]",0.7225767243998784,0.7394408994226679,0.7464739824248195,0.9445855204492354,Reject,0.7348345022763627,0.1276480173818577,0.2997448979591837,0.17904761904761904,0.5405165998715978
50,11,"[1, 16, 21, 22, 25, 39, 40, 46, 53, 54, 56]",0.7128532360984503,0.7394408994226679,0.15404087285581003,0.017623523431802623,Accept,0.7361880152577827,0.1336206896551724,0.3163265306122449,0.18787878787878787,0.5486712320771969
51,12,"[1, 16, 21, 22, 25, 39, 40, 46, 53, 54, 56, 87]",0.7169553327256153,0.7394408994226679,-,-,Improved,0.7324966162175465,0.13071200850159406,0.3137755102040816,0.18454613653413351,0.5454891441800743
52,11,"[1, 16, 22, 25, 39, 40, 46, 53, 54, 56, 87]",0.7123974475843209,0.7394408994226679,0.47078117483244514,0.06214801406407311,Accept,0.7350805955457118,0.1277868406742795,0.2997448979591837,0.17918414029736945,0.5406527839925294
53,11,"[1, 16, 22, 25, 39, 40, 46, 53, 54, 56, 87]",0.7076876329383166,0.7394408994226679,0.45551012867509383,0.9423895039093968,Reject,0.7300356835240556,0.12579617834394904,0.3022959183673469,0.17766116941529234,0.5390003355965838
54,12,"[1, 16, 22, 25, 26, 39, 40, 46, 53, 54, 56, 87]",0.7240960194469767,0.7394408994226679,-,-,Improved,0.7450473729543498,0.1324200913242009,0.29591836734693877,0.1829652996845426,0.5444592517655298
55,12,"[16, 22, 25, 26, 39, 40, 46, 53, 54, 56, 75, 87]",0.7178669097538742,0.7394408994226679,0.3460712398314196,0.197632447927527,Accept,0.7312661498708011,0.1183206106870229,0.2767857142857143,0.1657754010695187,0.5282879953697399
56,13,"[16, 22, 25, 26, 39, 40, 46, 53, 54, 56, 75, 80, 87]",0.7250075964752355,0.7394408994226679,-,-,Improved,0.7382798080472499,0.12338754907459339,0.28061224489795916,0.17140631086871835,0.5338782319410128
57,13,"[16, 22, 25, 26, 39, 40, 46, 53, 54, 56, 75, 80, 87]",0.7174111212397447,0.7394408994226679,0.2670520880869021,0.9329543482122568,Reject,0.7356958287190846,0.12650602409638553,0.29464285714285715,0.17701149425287357,0.5387145921285579
58,13,"[16, 22, 25, 26, 39, 40, 46, 53, 54, 56, 80, 85, 87]",0.7215132178669098,0.7394408994226679,0.5414643256077152,0.4523827739659849,Accept,0.7404946474713917,0.12164477441462021,0.27168367346938777,0.1680473372781065,0.531116247738371
59,12,"[16, 22, 25, 26, 39, 40, 46, 54, 56, 80, 85, 87]",0.7230325129140079,0.7394408994226679,-,-,Improved,0.7381567614125754,0.12708102108768035,0.29209183673469385,0.177107501933488,0.5389371072547227
60,13,"[16, 17, 22, 25, 26, 39, 40, 46, 54, 56, 80, 85, 87]",0.7280461865694318,0.7394408994226679,-,-,Improved,0.7427094868955334,0.12507171543316123,0.2780612244897959,0.17253660466956866,0.5351902200346296
61,12,"[16, 17, 22, 25, 26, 39, 40, 46, 54, 56, 85, 87]",0.7313886356730477,0.7394408994226679,-,-,Improved,0.7366802017964809,0.11738148984198646,0.2653061224489796,0.16275430359937404,0.5261570786560573
62,12,"[16, 17, 22, 25, 26, 39, 40, 46, 54, 56, 85, 87]",0.7248556669705257,0.7394408994226679,0.30301132887531196,0.783503933548843,Reject,0.7416020671834626,0.12313860252004583,0.274234693877551,0.16996047430830039,0.5328684023657128
63,13,"[16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 85, 87]",0.7254633849893649,0.7394408994226679,0.33492278786490076,0.3313143466467431,Accept,0.7321274763135228,0.11877394636015326,0.2767857142857143,0.16621983914209115,0.5287646397930001
64,14,"[16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 85, 87]",0.7268307505317533,0.7394408994226679,-,-,Improved,0.7345884090070136,0.12134583563154992,0.28061224489795916,0.16942626107046593,0.5318354701270404
65,15,"[16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.735186873290793,0.7394408994226679,-,-,Improved,0.7443090931463024,0.11761229314420804,0.2538265306122449,0.16074313408723748,0.5252518190307582
66,15,"[16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.727894257064722,0.7394408994226679,0.2497004364991952,0.7543796895951818,Reject,0.743078626799557,0.11826697892271663,0.2576530612244898,0.16211878009630817,0.5262798875508259
67,15,"[16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.7306289881494986,0.7394408994226679,0.4164692035717187,0.7364269835080001,Reject,0.7401255075673681,0.12057142857142857,0.26913265306122447,0.16653512233622728,0.5297726454738235
68,16,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.7373138863567305,0.7394408994226679,-,-,Improved,0.7531684508428694,0.118125,0.24107142857142858,0.15855704697986578,0.5244578169685415
69,16,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.7354907323002127,0.7394408994226679,0.6994288686436361,0.9679448069329469,Reject,0.7486157253599114,0.11639244363193176,0.24362244897959184,0.1575257731958763,0.5230777368144589
70,16,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 46, 54, 56, 65, 71, 85, 87]",0.7332117897295655,0.7394408994226679,0.4437562063905739,0.9617745508257425,Reject,0.7446782330503261,0.11872415829887774,0.25637755102040816,0.16229309648768672,0.5265954212953055
71,17,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 46, 49, 54, 56, 65, 71, 85, 87]",0.7446065025828016,0.7446065025828016,-,-,Improved,0.7477543989171896,0.11308068459657701,0.23596938775510204,0.15289256198347106,0.5191831141417482
72,18,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 46, 49, 54, 56, 60, 65, 71, 85, 87]",0.741871771498025,0.7446065025828016,0.5754223089494609,0.13071346576961995,Accept,0.756244616709733,0.12096263457884737,0.24362244897959184,0.1616589081675836,0.5272994445633353
73,17,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 49, 54, 56, 60, 65, 71, 85, 87]",0.7443026435733819,0.7446065025828016,-,-,Improved,0.7524301710348222,0.12004950495049505,0.24744897959183673,0.16166666666666665,0.5268975798136223
74,16,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 49, 54, 56, 60, 65, 71, 87]",0.7443026435733819,0.7446065025828016,1.0,0.027885549067840798,Accept,0.7466469792051187,0.12344949793266391,0.26658163265306123,0.1687525232135648,0.532242198595358
75,16,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 49, 54, 56, 60, 65, 71, 87]",0.7297174111212398,0.7446065025828016,0.04794528174857328,0.35388723370020003,Reject,0.7472622123784914,0.1320973348783314,0.29081632653061223,0.18167330677290836,0.5434062566876131
76,17,"[0, 16, 17, 22, 25, 26, 39, 40, 42, 49, 54, 56, 60, 63, 65, 71, 87]",0.7473412336675782,0.7473412336675782,-,-,Improved,0.7534145441122185,0.1285018270401949,0.26913265306122447,0.17394888705688377,0.5371265880041245
77,17,"[0, 16, 17, 22, 25, 26, 39, 40, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7528106958371316,0.7528106958371316,-,-,Improved,0.7550141503629876,0.12445550715619166,0.25510204081632654,0.1672940192388122,0.5317454913328534
78,17,"[0, 16, 17, 22, 25, 26, 39, 40, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.749164387724096,0.7528106958371316,0.4571837929922453,0.8506339606542509,Reject,0.750338378245355,0.12522576760987358,0.2653061224489796,0.17014314928425361,0.5337152973677555
79,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7482528106958372,0.7528106958371316,0.3722388951711518,0.20131243349572736,Accept,0.7523071244001477,0.11997526283240569,0.24744897959183673,0.1615993336109954,0.5268294877531565
80,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7383773928896992,0.7528106958371316,0.11500613351832843,0.22137622824546488,Reject,0.7455395594930478,0.11831153388822829,0.2538265306122449,0.16139497161394972,0.5259327396354156
81,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7432391370404132,0.7528106958371316,0.3298514996980118,0.4247957358022,Reject,0.7504614248800295,0.1288782816229117,0.2755102040816326,0.17560975609756097,0.5383406937608218
82,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7429352780309936,0.7528106958371316,0.3047651441926225,0.8313061818743155,Reject,0.7498461917066568,0.12036474164133738,0.25255102040816324,0.16303005351996705,0.5277462987101418
83,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7417198419933151,0.7528106958371316,0.22888145837938714,0.9589764940942722,Reject,0.7438169066076042,0.11823529411764706,0.25637755102040816,0.16183574879227053,0.5261187768720452
84,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 87, 91]",0.7458219386204801,0.7528106958371316,0.5745246451810377,0.9092640759221274,Reject,0.7510766580534023,0.12703190848886214,0.26913265306122447,0.17259713701431495,0.5358328388552752
85,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 87, 91]",0.7505317532664844,0.7528106958371316,-,-,Improved,0.7540297772855913,0.12149532710280374,0.24872448979591838,0.16324822101297615,0.5283524396412522
86,19,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 84, 87, 91]",0.7509875417806138,0.7528106958371316,-,-,Improved,0.754891103728313,0.12623762376237624,0.2602040816326531,0.17,0.533956051438688
87,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 84, 87]",0.7477970221817077,0.7528106958371316,0.47252266805878634,0.10712414236033352,Accept,0.7546450104589639,0.12654320987654322,0.2614795918367347,0.17054908485856907,0.5343895303593316
88,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 84, 87]",0.7362503798237617,0.7528106958371316,0.06453840677974246,0.4529127970666045,Reject,0.7406176941060661,0.11734104046242774,0.25892857142857145,0.1614956245027844,0.525487709383086
89,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 84, 87]",0.74597386812519,0.7528106958371316,0.6459194283279535,0.9880331332546098,Reject,0.7561215700750584,0.12327044025157233,0.25,0.16512215669755687,0.5300796677107449
90,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 60, 63, 65, 71, 76, 84, 87]",0.7380735338802795,0.7528106958371316,0.0949274406760767,0.23075989128916352,Reject,0.7468930724744678,0.13482501434308664,0.2997448979591837,0.18599129402453504,0.5471896217972413
91,17,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7455180796110604,0.7528106958371316,0.572671076520507,0.4952912310642268,Accept,0.7476313522825151,0.12358882947118241,0.2653061224489796,0.16862586137008512,0.5322172720375089
92,18,"[0, 16, 17, 22, 26, 39, 40, 47, 49, 54, 56, 63, 65, 71, 72, 76, 84, 87]",0.7479489516864175,0.7528106958371316,-,-,Improved,0.7572289897871293,0.13188854489164087,0.27168367346938777,0.17757398916215092,0.5403767679617129
93,19,"[0, 16, 17, 22, 26, 34, 39, 40, 47, 49, 54, 56, 63, 65, 71, 72, 76, 84, 87]",0.7435429960498329,0.7528106958371316,0.33300199881699577,0.06971826392653513,Accept,0.7587055494032238,0.12870662460567822,0.2602040816326531,0.1722245673279865,0.5360669053131262
94,20,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 47, 49, 54, 56, 63, 65, 71, 72, 76, 84, 87]",0.7503798237617746,0.7528106958371316,-,-,Improved,0.7625199950781346,0.1298449612403101,0.25637755102040816,0.17238421955403088,0.5364687700628392
95,21,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 47, 49, 54, 56, 63, 65, 71, 72, 76, 84, 87, 89]",0.750835612275904,0.7528106958371316,-,-,Improved,0.7494770518026332,0.1255980861244019,0.26785714285714285,0.1710097719869707,0.5343779790276453
96,20,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 49, 54, 56, 63, 65, 71, 72, 76, 84, 87, 89]",0.7452142206016409,0.7528106958371316,0.23553612075205926,0.14026139089102296,Accept,0.743078626799557,0.12442396313364056,0.2755102040816326,0.17142857142857143,0.5342551701328768
97,19,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 49, 54, 56, 63, 65, 71, 76, 84, 87, 89]",0.740200546946217,0.7528106958371316,0.2718229067184445,0.2031597336562484,Accept,0.7395102743939953,0.11979463776383342,0.26785714285714285,0.16554986204178163,0.5288625221299197
98,19,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 49, 54, 56, 63, 65, 71, 76, 84, 87, 89]",0.7345791552719538,0.7528106958371316,0.2287218957922178,0.45674087693924104,Reject,0.7187153931339978,0.10844629822732013,0.2653061224489796,0.153960029607698,0.5162156378280579
99,20,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87, 89]",0.7438468550592525,0.7528106958371316,-,-,Improved,0.7459086993970715,0.1189767995240928,0.25510204081632654,0.16227180527383367,0.526706678858388
100,20,"[0, 16, 17, 22, 25, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7553934974171984,0.7553934974171984,-,-,Improved,0.7596899224806202,0.13215859030837004,0.26785714285714285,0.1769911504424779,0.5400296200463026
101,20,"[0, 16, 17, 22, 25, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7485566697052568,0.7553934974171984,0.1573720615185643,0.6160109853027068,Reject,0.7663344407530454,0.1334648257725181,0.25892857142857145,0.17613882863340563,0.5397189500204276
102,20,"[0, 16, 17, 22, 25, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7471893041628684,0.7553934974171984,0.10631118284726646,0.2748299448069954,Reject,0.7662113941183709,0.1404639175257732,0.2780612244897959,0.18664383561643838,0.5481958035835879
103,19,"[0, 16, 17, 22, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7493163172288059,0.7553934974171984,0.1869235457976914,0.053822337444674906,Accept,0.7603051556539928,0.12740076824583868,0.2538265306122449,0.16965046888320548,0.5341037868913056
104,20,"[0, 16, 17, 22, 23, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 84, 87]",0.7522029778182923,0.7553934974171984,-,-,Improved,0.7590746893072474,0.12801013941698353,0.2576530612244898,0.17104149026248944,0.5351318554113732
105,19,"[0, 16, 17, 22, 23, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 87]",0.7538742023701003,0.7553934974171984,-,-,Improved,0.7579672695951766,0.12348822406110757,0.24744897959183673,0.16475583864118895,0.5299617225345811
106,19,"[0, 16, 17, 22, 23, 26, 29, 34, 39, 40, 45, 49, 54, 56, 63, 65, 71, 76, 87]",0.7484047402005469,0.7553934974171984,0.21107295084286865,0.9982147899227948,Reject,0.7471391657438169,0.11601208459214502,0.24489795918367346,0.15744157441574416,0.522830295130445
107,19,"[16, 17, 22, 23, 26, 29, 34, 39, 40, 45, 46, 49, 54, 56, 63, 65, 71, 76, 87]",0.7550896384077788,0.7553934974171984,-,-,Improved,0.7660883474836964,0.13086582947785855,0.25255102040816324,0.17239878101872005,0.5367344506916207
108,19,"[16, 17, 22, 26, 29, 34, 39, 40, 45, 46, 49, 54, 56, 63, 65, 67, 71, 76, 87]",0.7604071710726223,0.7604071710726223,-,-,Improved,0.7692875599852345,0.12764505119453926,0.2385204081632653,0.1662961316140507,0.5322385508064045
109,18,"[16, 17, 22, 26, 29, 34, 39, 40, 45, 46, 49, 54, 56, 63, 67, 71, 76, 87]",0.7613187481008812,0.7613187481008812,-,-,Improved,0.7687953734465363,0.13377926421404682,0.25510204081632654,0.17551557700745943,0.5393718021050175
110,17,"[16, 17, 22, 26, 29, 34, 39, 45, 46, 49, 54, 56, 63, 67, 71, 76, 87]",0.7578243694925555,0.7613187481008812,0.3553714904788793,0.024898115678918198,Accept,0.7670727205610927,0.13829093281148075,0.27040816326530615,0.18299525248165732,0.5452544697573977
111,17,"[16, 17, 18, 22, 26, 29, 34, 39, 45, 46, 54, 56, 63, 67, 71, 76, 87]",0.7567608629595868,0.7613187481008812,0.727561852971024,0.7197117595218988,Accept,0.771256306140027,0.13608666215301288,0.25637755102040816,0.17779743476337906,0.5413033063559075
112,17,"[16, 17, 18, 22, 26, 29, 34, 39, 45, 46, 54, 56, 63, 67, 71, 76, 87]",0.7546338498936493,0.7613187481008812,0.5259559033967243,0.5356962446344142,Reject,0.7625199950781346,0.13174807197943444,0.2614795918367347,0.1752136752136752,0.5387474222291395
